tid,survivors,spans,dropped,feasible,recon_ns
83a20b9e21dbf497,251,277,26,1,4381808
839bdba688cc4c8f,661,835,174,1,16486455
83b5cadc0e5ab482,126,166,40,1,2749817
83eb3fac4b771b61,450,547,97,1,12846359
844cfa24fb8d5f83,1318,1695,377,1,50246563
847849229a4c2247,26,35,9,1,991767
8485574f455642e5,183,187,4,1,3015313
84815dd256e1649d,190,265,75,1,11423158
8470a9327d8ef465,973,1197,224,1,31832746
8467b0d66c6b8866,1454,1824,370,1,46822983
853293a9798311b1,1130,1460,330,1,40634744
855b3a82bfa6bc9a,426,510,84,1,12516030
839c427124f4b40a,10353,13733,3380,1,672054386
85bbd6085c491f93,886,1148,262,1,26015045
85d832fef232d6fc,328,391,63,1,8433033
85d4fc996135dc77,423,605,182,1,19656080
85e8572c7699441a,873,1143,270,1,30666067
858c10f32bef4123,5375,6757,1382,1,235177280
86b13af2d0201882,73,105,32,1,4012750
8706e449f90fc472,853,1080,227,1,23075936
8753a6f9241deffc,621,798,177,1,15718820
87a433582a96a312,253,365,112,1,6140874
87c2dbc05dabfe79,742,948,206,1,18694200
87de31fbfcf8c851,64,79,15,1,2204102
8814244525dcea98,1698,2378,680,1,48994951
8885790f433d16d4,5,6,1,1,146816
887089ae01b058c9,993,1281,288,1,25981830
88bb4e9a4c63cce4,62,79,17,1,2418218
88e2eac03e6f332c,337,407,70,1,7654262
88de6c48479d88a6,510,682,172,1,13075132
894f1fbb20300f24,252,300,48,1,5286552
8951b0da0a15abbf,883,1118,235,1,27333087
8988b35a77cf4e05,252,290,38,1,3541086
89dd27be7610d142,253,335,82,1,7464706
89e7a380edcd0e5f,132,159,27,1,2246747
8a08c586f3ad93a5,198,214,16,1,2430926
8a3b1596b9b1b343,3,3,0,0,174294
8a46da4b8e371385,2,3,1,1,121100
8a56e3efeecd2253,328,411,83,1,9726700
8ac72a21e60c45ad,269,295,26,1,3500052
8acfc3653176f1df,2,3,1,1,84487
8b86fd4a9595c143,3,3,0,0,99214
8b91613f7b22065b,745,1046,301,1,33313670
8b9b2abf6848306d,711,941,230,1,21514276
8c11abc0a09b22de,25,38,13,1,751746
8c14ff1289450b3e,818,1074,256,1,24487814
8c94fcc1b1a0acae,210,300,90,1,4858042
8cb7a00d98cee73d,129,165,36,1,2831725
8d464eb3b146b133,31,35,4,1,594792
8dae23ce8a57daad,140,200,60,1,3262358
8d8809606fb8d9e2,1387,1794,407,1,40489343
8dad61fff469e096,614,794,180,1,15260322
8deee297d5d47581,118,123,5,1,2321950
8f15b502c7c5be1f,199,214,15,1,2292553
8f304ceebe890e76,103,130,27,1,2113774
8f80e63596e0d44f,307,339,32,1,6164604
8fea7129f9b1abe5,44,64,20,1,1042182
9006c478e4138c74,2616,2889,273,1,51474432
90858f9d0c09c4ab,184,187,3,1,1709013
9093100954c1c8ef,328,422,94,1,10073218
90a9520802d04380,53,67,14,1,1129375
90e9e67d3d68f415,123,148,25,1,2041964
91741ecff24e2d84,150,211,61,1,3985698
9158b4e855420501,620,908,288,1,17996406
91b10a3a08c72a99,84,109,25,1,1876804
91b8bba9bf291fce,149,167,18,1,2203140
91d45fd137f467d9,187,246,59,1,4006099
91e651ad6b64f0af,166,213,47,1,3835770
